smiles,value,source,name,units,params
C=C(C)C(=O)OCC1CCCO1,265,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)CCc1ccccc1,239.6,ECHA,Boiling point,°C,
O=c1[nH]sc2ccccc12,328.7,ECHA,Boiling point,°C,
CC(O)CCC(C)O,221,GESTIS,Boiling point,°C,
O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,587.73,ECHA,Boiling point,°C,
O=C1COCCO1,219.9,ECHA,Boiling point,°C,
CCCCc1ccccc1O,234,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1nc(C)nc(-c2ccccc2)n1,270,,Boiling point,°C,
Ic1cccs1,167,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCCCCCCCCOP(=O)(O)O,249,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCC1CCCCC1,430,,Boiling point,°C,
CCCCCCCCCCCCCCCCCl,326,Handbook of chemistry and physics 2016,Boiling point,°C,
Clc1ccc(C(Cl)(Cl)Cl)cc1,245,ECHA,Boiling point,°C,
CC(C)=NN=C(C)C,133,GESTIS,Boiling point,°C,
N#CC(Br)c1ccccc1,255,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(CO[N+](=O)[O-])O[N+](=O)[O-],92,GESTIS,Boiling point,°C,
CCCCCCN=[N+]=[N-],162,,Boiling point,°C,
N#Cc1cccc(Br)c1,225,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCCOC,214,,Boiling point,°C,
CCN1CN(CC)CN(CC)C1,207.5,,Boiling point,°C,
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,152.45,ECHA,Boiling point,°C,
CCOP(=O)(OCC)SCCSCC.CCOP(=S)(OCC)OCCSCC,106.333336,GESTIS,Boiling point,°C,
CC(O)CN(CC(C)O)CC(C)O,301.1,ECHA,Boiling point,°C,
CC(C)(N)Cc1ccccc1Cl,117,AAT Bioquest,Boiling point,°C,
CC(Cl)CCC(C)Cl,179,,Boiling point,°C,
NCCCCO,206,GESTIS,Boiling point,°C,
NCCCNCCN,223.42,ECHA,Boiling point,°C,
O=[N+]([O-])c1ccccc1CCO,267,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)n1cncn1,179.5,,Boiling point,°C,
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,154,GESTIS,Boiling point,°C,
O=C1c2ccccc2C(=O)N1SC1CCCCC1,400.65,ECHA,Boiling point,°C,
CC(C)(C)[Si](C)(C)Cl,126.38,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCC(C)=O,317,PubChem,Boiling point,°C,
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],163,ECHA,Boiling point,°C,
COc1ccc(CC(C)=O)cc1,268,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCC(C)C=O,122.94,ECHA,Boiling point,°C,
CCCCCCCCC=O,194.85,ECHA,Boiling point,°C,
Brc1cc(Br)c(Br)s1,260,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1cc(Cl)cc(Cl)c1,201.5,,Boiling point,°C,
Cc1ccc(C)c(Cl)c1,186,GESTIS,Boiling point,°C,
CCCCCCCCC(CCCCCC)C(=O)O,331,ECHA,Boiling point,°C,
FC(F)(F)C(F)(F)C(F)(F)I,41,,Boiling point,°C,
O=Cc1cccc(Oc2ccccc2)c1,169,Handbook of chemistry and physics 2016,Boiling point,°C,
CCc1cccc(CC)c1CC,172,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCCCCCN,265,GESTIS,Boiling point,°C,
CC(C)=CCC(=O)c1ccoc1,233,,Boiling point,°C,
CCCCCCCCCCCCN1CCCCCC1=O,160,AAT Bioquest,Boiling point,°C,
FCC(CF)(CF)CF,110,,Boiling point,°C,
FC(F)CBr,57,,Boiling point,°C,
FC(F)(F)c1ssc1C(F)(F)F,97.25,,Boiling point,°C,
OC1C=CC(O)C(O)C1O,281.9,Guidechem,Boiling point,°C,
CCC(=O)C(C)(C)C,125,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)C(C)(C)Cl,112,,Boiling point,°C,
C[Ge](C)(C)F,76,,Boiling point,°C,
C1=CC2CC2C1,73.5,,Boiling point,°C,
c1ccc2c(c1)CCCCC2,217,,Boiling point,°C,
CC1CC(C)(C)OCO1,139,,Boiling point,°C,
CC(C)(C)[Ge](C)(C)C,111,,Boiling point,°C,
CC(Cc1ccccc1)Cc1ccccc1,303,,Boiling point,°C,
CCOC(=O)c1cc(C)[nH]c1C,291,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1(C)CS1,87,,Boiling point,°C,
CC1CC1(C)C,53,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCOC(=O)CCl,196,,Boiling point,°C,
CC1(C)CC(=O)C(C)(C)O1,149,,Boiling point,°C,
C=C(C(C)(C)C)C(C)(C)C,150.33333,,Boiling point,°C,
CCC(C)CCCCO,186,,Boiling point,°C,
CN(C)P(C)N(C)C,141,,Boiling point,°C,
Fc1nc2c(F)c(F)c(F)c(F)c2nc1F,196,,Boiling point,°C,
Cc1ccc(C(=O)Cl)c(C)c1,235,,Boiling point,°C,
CCCCCCCCCCC(CCCCCCCCCC)CCCCCCCCCC,504.5,10.1021/acs.energyfuels.8b00018,Boiling point,°C,
FC(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)C(F)(F)F,31,,Boiling point,°C,
CCCCc1cccc2c1CCCC2,279,,Boiling point,°C,
COc1ccc(N)c(N)c1,200,Handbook of chemistry and physics 2016,Boiling point,°C,
c1ccc(CCOC2CCCCC2)cc1,283.8,ECHA,Boiling point,°C,
c1ccc2c(c1)CNC2,213,,Boiling point,°C,
CC(C)=CCN,107.875,,Boiling point,°C,
CC1(C)OCC(CBr)O1,178,,Boiling point,°C,
CCCCCCc1cccc2ccccc12,322,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOCC(C)OC(C)=O,150,ECHA,Boiling point,°C,
O=C(O)CCCCCNc1nc(NCCCCCC(=O)O)nc(NCCCCCC(=O)O)n1,280,ECHA,Boiling point,°C,
C=C(C)[C@@H]1CC=C(C)CC1,176.5,ECHA,Boiling point,°C,
COc1ccc(Cl)cc1F,190,,Boiling point,°C,
CCCCCCCCCCCCC(C)CCC,294,,Boiling point,°C,
CN(C)S(=O)(=O)C(F)(F)F,117.5,,Boiling point,°C,
CCCC(OC(C)=O)OC(C)=O,195,,Boiling point,°C,
COc1cc(/C=C/C(=O)O)ccc1O,439,ECHA,Boiling point,°C,
ClCCOc1cc(Cl)c(Cl)cc1Cl,301,,Boiling point,°C,
CCCCC12CC3CC(CC(C3)C1)C2,266.5,,Boiling point,°C,
CCC(C)C12CC3CC(CC(C3)C1)C2,259,,Boiling point,°C,
CCCCc1ccc(CCCC)cc1,227,,Boiling point,°C,
CCCCCCCCCCCCCCCCCCC(C)CCCC,380,,Boiling point,°C,
c1ccc(Oc2ccc(Oc3ccccc3)cc2)cc1,371.5,,Boiling point,°C,
CC1(C)CC(=O)CC(C)(C)N1[O],139,ECHA,Boiling point,°C,
FC(F)(F)C(Cl)=CCl,55,,Boiling point,°C,
Cc1ccc(O)c(C(C)(C)CC(C)(C)C)c1,269,,Boiling point,°C,
CC1(C)C2CCC1C(=O)C2,197,,Boiling point,°C,
CCCCCCCCCCCC(C)CCCC,293,,Boiling point,°C,
CCCCCCCCCCCCCCCCCS,348.01,10.1186/s13321-024-00895-0,Boiling point,°C,
CP(C)C#N,133.5,,Boiling point,°C,
CCCCCCCCCCCCCCC(C)c1ccccc1,347,,Boiling point,°C,
CCOc1ccccc1C#N,264.2,ECHA,Boiling point,°C,
C=C([Si](Cl)(Cl)Cl)[Si](Cl)(Cl)Cl,193.5,,Boiling point,°C,
CCCC(=O)C=Cc1ccccc1,275,,Boiling point,°C,
FC(F)(F)CCCCl,86,,Boiling point,°C,
Cc1cc(Cl)ncn1,173.5,,Boiling point,°C,
C1=NN(c2ccccc2)CC1,273.5,,Boiling point,°C,
CC(=O)Oc1c(C(C)C)cccc1C(C)C,250,,Boiling point,°C,
C1O[C@@H]1[C@H]1CO1,138,,Boiling point,°C,
Br/C=C/Br,107,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C=NC1CC1,85,,Boiling point,°C,
N#Cc1ccc2c(c1)COC2=O,225,ECHA,Boiling point,°C,
CCCC(=O)CC(=O)OCC,215,GESTIS,Boiling point,°C,
C#CCNCC,101,,Boiling point,°C,
CCCCCC(=O)CC,173,ECHA,Boiling point,°C,
CC(C)(O)CCO,203,ECHA,Boiling point,°C,
CSc1ccccc1C,212,,Boiling point,°C,
CCC(=O)c1ccccc1C,224,,Boiling point,°C,
COc1cc(C)nc(OC)n1,213,,Boiling point,°C,
Cc1ccc(C)c(Cc2cc(C)ccc2C)c1,328,,Boiling point,°C,
Cc1c(N)cccc1F,204.5,,Boiling point,°C,
OCC1CCCN2CCCCC12,270,AAT Bioquest,Boiling point,°C,
Brc1ccc(Sc2ccccc2)cc1,355,,Boiling point,°C,
CC1=C(C(=O)O)CCC1(C)C,244.5,,Boiling point,°C,
CCCC1CCCC1C,147,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1(C)C(=O)NC(=O)c2ccccc21,318,,Boiling point,°C,
N#CCc1c[nH]c2ccccc12,158.5,GESTIS,Boiling point,°C,
CCCCOc1ccc2c(sc3c(F)c(OCC)ccc32)c1F,445,ECHA,Boiling point,°C,
FC(F)(F)C(F)(F)C(F)(F)[Se]Cl,74,,Boiling point,°C,
CCc1cccc(C(C)(C)C)n1,193,,Boiling point,°C,
Cc1c(N)ccc(Cl)c1Cl,289,,Boiling point,°C,
Fc1nc(F)nc(Br)n1,134,,Boiling point,°C,
CCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O.[OH-],592.61,ECHA,Boiling point,°C,
CC(C)[C@H]1CC=C(CCC=O)CC1,250.5,ECHA,Boiling point,°C,
C[Si](C)(C)O[Ge](C)(C)C,119,,Boiling point,°C,
ClC(Cl)(Cl)SC(Cl)(Cl)Cl,219.5,,Boiling point,°C,
FC(F)(F)C([Hg]C(C(F)(F)F)C(F)(F)F)C(F)(F)F,154,,Boiling point,°C,
FC(F)=C(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,60.8,ECHA,Boiling point,°C,
CCCc1ccc(-c2ccc(-c3cc(F)c(C(F)(F)Oc4cc(F)c(F)c(F)c4)c(F)c3)c(F)c2)cc1,447,ECHA,Boiling point,°C,
CC(=O)c1cc[n+](C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,230,ECHA,Boiling point,°C,
CC(C)C1C2CCC1c1c(NC(=O)c3cn(C)nc3C(F)F)cccc12,267,GESTIS,Boiling point,°C,
C=CC(=O)OCCSC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,222,ECHA,Boiling point,°C,
CO[Si](C)(CCCS[Si](C)(C)C(C)(C)C)OC,289.85,ECHA,Boiling point,°C,
O=C(Cl)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,62,,Boiling point,°C,
CC1CCCC(O)(C(=O)O)C1,265,,Boiling point,°C,
CC1(C)CC(C)(C)c2ccccc21,208.5,,Boiling point,°C,
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,96,,Boiling point,°C,
FC(F)=C(F)C(F)(F)C(F)(F)C(F)=C(F)F,59,,Boiling point,°C,
CCO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OCC,196,,Boiling point,°C,
C=C(C)[C@H]1CC[C@@](C)(O)[C@H]1C,203,,Boiling point,°C,
CC(C)(N)C(C)(C)O,163,,Boiling point,°C,
CC(C)(N)C(=O)O,280,Handbook of chemistry and physics 2016,Boiling point,°C,
CCc1ccc(/C=C/c2ccccc2)nc1,356,,Boiling point,°C,
NC(=O)C(F)(F)S(F)(F)(F)(F)F,111.5,,Boiling point,°C,
CC(F)(Cl)C(Cl)(Cl)Cl,139,,Boiling point,°C,
O=C(O)C1C=CCCCC1,251.5,,Boiling point,°C,
CCO/C=C/C(F)(F)F,83.5,,Boiling point,°C,
FC(F)(Cl)C(F)(F)CCl,67.5,,Boiling point,°C,
CC(C)C(=O)C=O,153,,Boiling point,°C,
COc1cc(C)c(S)cc1C,253,,Boiling point,°C,
Cc1cc(C(F)(F)F)nn1CC(=O)N1CCC(C(N)=S)CC1,277.36,ECHA,Boiling point,°C,
CC(=O)Cc1c(Cl)cc(Cl)cc1Cl,296,ECHA,Boiling point,°C,
Cc1cccc(-c2ccccc2O)c1O,326.5,,Boiling point,°C,
C[C@H](Br)[C@@H](Br)c1ccccc1,194,,Boiling point,°C,
Brc1ccc(Br)o1,164.5,,Boiling point,°C,
CC(=O)COC=O,169,,Boiling point,°C,
CC1=Nc2ccccc2CS1,266,,Boiling point,°C,
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)F,107.5,,Boiling point,°C,
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)[C@H]2N,264,,Boiling point,°C,
O=S(=O)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,75.6,ECHA,Boiling point,°C,
CN(C)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,360,ECHA,Boiling point,°C,
Nc1ccc(F)cc1-c1ccc(Cl)c(Cl)c1,357,ECHA,Boiling point,°C,
C1=C[C@@H]2CC=C[C@H](C1)C2,176.5,,Boiling point,°C,
C=CCOC(O)C(Cl)(Cl)Cl,116,,Boiling point,°C,
CC(C)[C@@H]1CC[C@@H](C)C/C1=N\O,251,,Boiling point,°C,
FC(F)(Cl)OC(F)(F)C(F)(F)Cl,42,,Boiling point,°C,
CN=C=NC,76.5,,Boiling point,°C,
CC[C@H](C)c1cnc(CC(C)C)c(=O)[nH]1,310,,Boiling point,°C,
CCOC(C)C(N)=O,219,,Boiling point,°C,
CN(C)P(C)C,97.5,,Boiling point,°C,
O=C(OCCCl)C(F)(F)F,117,,Boiling point,°C,
CCCCc1ccccc1Br,237,,Boiling point,°C,
CC(F)(F)C(C)(F)Cl,53.5,10.1021/ci049802u,Boiling point,°C,
Cc1ccccc1-c1c(F)c(F)c(F)c(F)c1F,201.5,,Boiling point,°C,
CC(=O)Oc1cc(C)c(C)cc1C,246,,Boiling point,°C,
O=CN1CCCC1=O,224,,Boiling point,°C,
CC1=CC[C@H](CC=O)C1(C)C,217.85,ECHA,Boiling point,°C,
Cc1c(O)cc(Br)cc1Br,285,,Boiling point,°C,
COc1ccc2c(c1)C(CC#N)=CCC2,358,ECHA,Boiling point,°C,
C=CCCOS(=O)(=O)c1ccc(C)cc1,231,,Boiling point,°C,
Cc1ccc(C(F)(F)F)cn1,129.5,,Boiling point,°C,
CCN1CCN(CCC(=O)OCC(CC)(COC(=O)CCN2CCN(CC)CC2)COC(=O)CCN2CCN(CC)CC2)CC1,278.4,ECHA,Boiling point,°C,
COc1ccc(CC2CC2)cc1,234.85,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCC1CCCC1,413,,Boiling point,°C,
CC[C@H]1CCC[C@H]1C,128,Handbook of chemistry and physics 2016,Boiling point,°C,
C=CC(C)(O)CC/C=C(\C)CC,215.29,GESTIS,Boiling point,°C,
NCC(O)(C(F)(F)F)C(F)(F)F,135.5,,Boiling point,°C,
CCCCCC(=O)c1cccc2ccccc12,347,,Boiling point,°C,
CC(C)(C)OC(=O)C(C)(C)N,161.5,,Boiling point,°C,
C[C@H](N)[C@H](C)N,117,,Boiling point,°C,
COC(=O)C(C)(C)CN,159,,Boiling point,°C,
CCCCCCCCCCCCCCC[N+](=O)[O-],338,10.1186/s13321-024-00895-0,Boiling point,°C,
FC(F)N(C(F)(F)F)C(F)(F)C(F)(F)F,32,,Boiling point,°C,
NC1C=CCC1,108,,Boiling point,°C,
CC(C)Cc1ccc(Br)cc1,236,,Boiling point,°C,
CC12CCCC1O2,110.5,,Boiling point,°C,
CC(C)(O)CC(C)(C)CO,210,10.1186/s13321-024-00895-0,Boiling point,°C,
[2H]c1cccc2ccccc12,219,,Boiling point,°C,
C[C@@H]1N[C@H]1C,75,,Boiling point,°C,
CC1(C)C[C@@H]2C[C@H]1CC2=O,196.5,,Boiling point,°C,
CC(C)[C@@H]1CC[C@@H](C)CC(=O)N1,295,,Boiling point,°C,
SCCCCCCCCCCCS,308,,Boiling point,°C,
COC(=O)N1C(C)(C)CCCC1(C)C,231,,Boiling point,°C,
C1CC2CC1NN2,162,,Boiling point,°C,
C[Si](C)(C)O[Si](C)(c1ccccc1)c1ccccc1,285,,Boiling point,°C,
CCC(C)(C)c1ccc2ccccc2c1,288.5,,Boiling point,°C,
FC(F)OC(F)(F)C(F)(Cl)Cl,64,,Boiling point,°C,
O=C1CC/C=C\CCCCCCCCCC1,286,ECHA,Boiling point,°C,
CCO/C=C(\C#N)C(=O)OCC,190.5,Handbook of chemistry and physics 2016,Boiling point,°C,
CC[C@H](c1ccccc1)[C@@H](CC)c1ccccc1,304.5,,Boiling point,°C,
CCCCC(CO)(CO)CCCC,163.5,,Boiling point,°C,
Cc1ccc(P)cc1,178,,Boiling point,°C,
CNC(=O)c1ccc(Br)cc1F,170,ECHA,Boiling point,°C,
O=C(F)SSC(=O)F,112,,Boiling point,°C,
Cc1cc(Cl)nc(C)n1,182,,Boiling point,°C,
CCC(C)(F)Cl,67,,Boiling point,°C,
Cl[Si](Cl)(Cl)CCCC[Si](Cl)(Cl)Cl,246.5,,Boiling point,°C,
CCC1(C)CC(=O)C(C)C(C)(CC)N1OC(C)c1ccccc1,206.2,ECHA,Boiling point,°C,
CCC[C@H]1CC[C@H](c2ccc(OCC)c(F)c2F)CC1,339,ECHA,Boiling point,°C,
O=S(=O)(ON(C(F)(F)F)C(F)(F)F)ON(C(F)(F)F)C(F)(F)F,95,,Boiling point,°C,
COc1ccc(CCC2CCc3ccccc3N2C)cc1OC,300,,Boiling point,°C,
O=C1OC(=O)c2c1ccc(Cl)c2Cl,329,10.1021/acs.jcim.6b00625,Boiling point,°C,
CN(C)CCOCCN(C)CCO,263,ECHA,Boiling point,°C,
Cc1ccc(/N=C/c2ccccc2)cc1,318,10.1186/s13321-024-00895-0,Boiling point,°C,
C=C(C)c1ccc(O)c(OC)c1,257.5,,Boiling point,°C,
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1N,424.98,ECHA,Boiling point,°C,
O=C(O)C(O)(C(F)(F)F)C(F)(F)F,151.5,,Boiling point,°C,
BrCC1CCC1,125,ECHA,Boiling point,°C,
C[Si](C)(C)ON,105,,Boiling point,°C,
N#Cn1ccnc1,187,,Boiling point,°C,
O=C(C(=O)C(F)(F)F)C(F)(F)F,34.5,,Boiling point,°C,
COC(=O)CC(=O)C(C)C,177,ECHA,Boiling point,°C,
CCOC(=O)[C@@H](N)[C@@H](C)O,202.1,ECHA,Boiling point,°C,
C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,164.3,ECHA,Boiling point,°C,
CNc1ccc(Cl)cc1Cl,243,,Boiling point,°C,
Fc1c(C(F)(C(F)(F)F)C(F)(F)F)nc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c1C(F)(C(F)(F)F)C(F)(F)F,182.25,,Boiling point,°C,
CCCCCCCCCCCCCCCCCC(=O)OCC(COCC(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,350,ECHA,Boiling point,°C,
CC1=C(C)CC(C(F)(F)F)(C(F)(F)F)N(N=C(C(F)(F)F)C(F)(F)F)C1,208,,Boiling point,°C,
O=S(C(F)(F)F)C(F)(F)F,34,,Boiling point,°C,
CN(C)C(=N)NC(=N)N,224.1,,Boiling point,°C,
CCc1nc(C)c[nH]1,272.79,ECHA,Boiling point,°C,
CCC[C@H]1CC[C@H](c2ccc(-c3cc(F)c(F)c(F)c3)cc2)CC1,397.8,ECHA,Boiling point,°C,
FC(Cl)(Cl)OC(F)(F)C(F)(Cl)Cl,112.333336,,Boiling point,°C,
Nc1ccccc1[N+](=O)[O-],284,GESTIS,Boiling point,°C,
Nc1cc(Cl)ccc1Cl,251,GESTIS,Boiling point,°C,
Nc1ccc(S)cc1,143,AAT Bioquest,Boiling point,°C,
N#Cc1ccnc2ccccc12,242.5,AAT Bioquest,Boiling point,°C,
N#CCc1ccc(Cl)cc1,265,Handbook of chemistry and physics 2016,Boiling point,°C,
N=C(N)NCCC[C@H](N)C(=O)O,409.1,Guidechem,Boiling point,°C,
NC(=O)c1cccc([N+](=O)[O-])c1,312.5,Handbook of chemistry and physics 2016,Boiling point,°C,
O=c1c2ccccc2sc2ccccc12,373,Handbook of chemistry and physics 2016,Boiling point,°C,
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,209,PubChem,Boiling point,°C,
O=C1CCN(c2ccccc2)N1,300,ECHA,Boiling point,°C,
O=C1NS(=O)(=O)c2ccccc21,388.76,GESTIS,Boiling point,°C,
O=Cc1ccc([N+](=O)[O-])o1,228,AAT Bioquest,Boiling point,°C,
O=CC=Cc1ccco1,135,AAT Bioquest,Boiling point,°C,
OCC(Cl)(Cl)Cl,152,GESTIS,Boiling point,°C,
O=C(C(=O)c1ccccc1)c1ccccc1,332,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(O)c1cc(Br)ccc1O,100,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(O)c1cccc(Br)c1,285,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(O)c1cccc(Cl)c1,283,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(O)c1ccc(F)cc1,254,https://www.stenutz.eu/chem/class.php,Boiling point,°C,
O=C(O)Cc1cccc(O)c1,190,AAT Bioquest,Boiling point,°C,
O=C(OCCc1ccccc1)c1ccccc1,300,ECHA,Boiling point,°C,
O=[N+]([O-])c1cccc(C(F)(F)F)c1,202.8,Handbook of chemistry and physics 2016,Boiling point,°C,
O=[N+]([O-])c1cccc(Br)c1,265,Handbook of chemistry and physics 2016,Boiling point,°C,
O=[N+]([O-])c1ccc(Br)cc1,252,Handbook of chemistry and physics 2016,Boiling point,°C,
O=[N+]([O-])c1cccc(-c2ccccc2)c1,227,AAT Bioquest,Boiling point,°C,
O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,320,Handbook of chemistry and physics 2016,Boiling point,°C,
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,315,GESTIS,Boiling point,°C,
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,414,ECHA,Boiling point,°C,
O=S(c1ccccc1)c1ccccc1,207,GESTIS,Boiling point,°C,
Sc1nc2ccccc2[nH]1,425,ECHA,Boiling point,°C,
CCCCC(=O)c1ccc([C@H]2CC[C@H](CCC)CC2)cc1,396,ECHA,Boiling point,°C,
CCN(CCC#N)c1ccc(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c(C)c1.O=P([O-])([O-])[O-].[H+].[H+],480,ECHA,Boiling point,°C,
CC(=O)[O-].CC(C)CCCCCCCOCCC[NH3+],298.2,ECHA,Boiling point,°C,
S=C=Nc1ccc(Cl)cc1,249.5,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1cc2ccccc2cn1,253,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)[c:2]1[c:1]([N:1]=[C:2]=[N:3][c:1]2[c:2](C(C)C)[cH:3][c:4](C(C)C)[cH:5][c:6]2C(C)C)[c:6](C(C)C)[cH:5][c:4](C(C)C)[cH:3]1,300,ECHA,Boiling point,°C,
CC(C)(C)[C@H]1CC[C@@H](C(C)(C)C)CC1,236.75,,Boiling point,°C,
CN(C)[C@H]1[C@H]2CC[C@@](C)([C@@H]1O)C2(C)C,260,,Boiling point,°C,
C[C@H]1O[C@H](C)O[C@@H](C)O1,125,,Boiling point,°C,
CC(C)[C@H]1CC[C@@H](C(C)C)CC1,215,,Boiling point,°C,
[C]=NCCCC,120.833336,,Boiling point,°C,
O[C@H]1CO[C@H]2OCC[C@H]21,266.35,ECHA,Boiling point,°C,
CCOC(=O)/C=C/C(C)C,178,ECHA,Boiling point,°C,
CC1C2CCC1(C)C(=O)C2,196.5,,Boiling point,°C,
C/C=C(/C)Br,89,Handbook of chemistry and physics 2016,Boiling point,°C,
COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,91,Handbook of chemistry and physics 2016,Boiling point,°C,
C/C=C/CC,36.3,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(/C=C/c1ccco1)c1ccccc1,317,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C1CCCCCCC/C=C\CCCCCCO1,254,ECHA,Boiling point,°C,
CCCCCC/C=C/C(C)=O,226.3,ECHA,Boiling point,°C,
CCCCCCCC/C=C\CCCCCCCC(=O)Cl,193,GESTIS,Boiling point,°C,
CCCCC(CC)COC(=O)/C=C\C(=O)O,166,ECHA,Boiling point,°C,
C/C=C\OCCC,96,,Boiling point,°C,
C=C/C=C/C=C/C,114.5,,Boiling point,°C,
CCCCCC/C=C/C(=O)OC,209.9,ECHA,Boiling point,°C,
CCCCC(CC)COC(=O)/C=C/C(=O)OCC(CC)CCCC,390,ECHA,Boiling point,°C,
O=C(O)C/C=C/c1ccccc1,302,10.1186/s13321-024-00895-0,Boiling point,°C,
Cc1c(N)cc(C(C)C)cc1N,300,,Boiling point,°C,
FC(F)(F)N=NC(F)(F)Cl,4,,Boiling point,°C,
C1=C[C@@H]2[C@H](C1)[C@H]1C[C@@H]2[C@H]2[C@@H]1[C@H]1C=C[C@@H]2C1,254,,Boiling point,°C,
CSCC(=O)c1ccccc1,257.5,,Boiling point,°C,
COc1ccc(C2CCCCC2)cc1,275.5,,Boiling point,°C,
CCCOC(=O)Cc1ccccc1,243,,Boiling point,°C,
CCOCCOC(=O)OCCOCC,245.5,,Boiling point,°C,
C=COC=O,46,GESTIS,Boiling point,°C,
CCC(C)(c1ccccc1)c1ccccc1,296,,Boiling point,°C,
O[C@@H]1CCC[C@H]1O,226,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCC(CCC)=NO,194,,Boiling point,°C,
O=[N+]([O-])c1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,435.85,10.1186/s13321-024-00895-0,Boiling point,°C,
CCCCNC(C)(C)CO,196.5,,Boiling point,°C,
Cc1cc(-c2ccccc2)cc(C)n1,287,,Boiling point,°C,
Cc1cc(=O)n(C)n1C,310,,Boiling point,°C,
N#CC1=C(N)CCC1,271,,Boiling point,°C,
Cc1ccc([Si](C)(C)C)cc1,192,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOC(=O)Sc1ccccc1,252.5,,Boiling point,°C,
CCC(C)NC(C)=O,217,,Boiling point,°C,
CCCCCCCCCCOC(=O)C(C)O,283,,Boiling point,°C,
CCC1OC(=O)C(CC)OC1=O,257.5,,Boiling point,°C,
Cc1cc(-c2ccccc2)ccc1Br,320.5,,Boiling point,°C,
Nc1ccccc1Sc1ccccc1,346.48,ECHA,Boiling point,°C,
CC(C)N(C(C)C)P(Cl)Cl,209.5,,Boiling point,°C,
C=CC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,150,ECHA,Boiling point,°C,
CCCCCCCCCCCCc1ccc(/N=N/c2ccc(O)c(/N=N/c3ccc(CCCCCCCCCCCC)cc3)c2O)cc1,350,ECHA,Boiling point,°C,
